actor,script,start_time,end_time,duration
설명,[주제곡],00:00:01,00:00:01,00:00:01
설명,[의미심장한 음악] [빈센조의 거친 숨소리],00:00:43,00:00:43,00:00:43
설명,[빈센조의 웃음],00:00:45,00:00:45,00:00:45
설명,[함께 웃는다],00:00:47,00:00:47,00:00:47
설명,[금을 달그락 짚는다] [거친 숨소리],00:00:51,00:00:51,00:00:51
조 사장,드디어 오늘,00:00:55,00:00:55,00:00:55
조 사장,이걸 보게 되네요,00:00:58,00:00:58,00:00:58
조 사장,봐도 믿기지가 않네요,00:01:01,00:01:01,00:01:01
조 사장,이게 다 금이라니,00:01:04,00:01:04,00:01:04
설명,[함께 웃는다],00:01:05,00:01:05,00:01:05
조 사장,문화재 같은 것들도 있네요?,00:01:22,00:01:22,00:01:22
설명,[웃음],00:01:24,00:01:24,00:01:24
설명,[거친 신음],00:01:27,00:01:27,00:01:27
설명,[총이 철컥 장전된다],00:01:31,00:01:31,00:01:31
설명,[긴장되는 음악],00:01:33,00:01:33,00:01:33
조 사장,"그동안 고생 많으셨습니다, 변호사님",00:01:58,00:01:58,00:01:58
조 사장,우정의 대가치고는 가혹하네요,00:02:02,00:02:02,00:02:02
조 사장,제가 나갈 때까지 가만히 계신다면,00:02:05,00:02:05,00:02:05
조 사장,해치지 않겠습니다,00:02:08,00:02:08,00:02:08
조 사장,이러는 이유가 뭐예요?,00:02:11,00:02:11,00:02:11
조 사장,말씀드릴 수 없습니다,00:02:12,00:02:12,00:02:12
조 사장,전 골드바 하나만 가지고 나가면 됩니다,00:02:16,00:02:16,00:02:16
설명,[골드바를 달그락거린다],00:02:30,00:02:30,00:02:30
설명,[강조되는 효과음],00:02:33,00:02:33,00:02:33
조 사장,고작 골드바 하나 때문에 이러는 거예요?,00:02:40,00:02:40,00:02:40
설명,[빈센조의 헛웃음],00:02:43,00:02:43,00:02:43
조 사장,물러나십시오!,00:02:44,00:02:44,00:02:44
조 사장,제가 완전히 올라가고 나면,00:02:50,00:02:50,00:02:50
조 사장,그때 따라 올라오세요,00:02:53,00:02:53,00:02:53
설명,[의미심장한 음악],00:02:58,00:02:58,00:02:58
조 사장,나가서 문을 닫으려는 건 아니고요?,00:03:05,00:03:05,00:03:05
조 사장,해치지 않는다고 말씀드렸습니다,00:03:08,00:03:08,00:03:08
설명,[헛웃음],00:03:10,00:03:10,00:03:10
조 사장,[골드바를 달그락 집으며] 기념으로 나도 하나 챙겨도 되죠?,00:03:13,00:03:13,00:03:13
설명,[분위기가 고조되는 음악],00:03:25,00:03:25,00:03:25
설명,[빈센조의 힘겨운 신음],00:03:39,00:03:39,00:03:39
설명,[의미심장한 음악],00:03:41,00:03:41,00:03:41
설명,[힘겨운 신음],00:03:44,00:03:44,00:03:44
설명,[빈센조의 힘겨운 신음],00:03:48,00:03:48,00:03:48
설명,[빈센조의 탄성],00:03:50,00:03:50,00:03:50
빈센조,"아, 금 이거 되게 무겁네요?",00:03:52,00:03:52,00:03:52
설명,[헛웃음],00:03:55,00:03:55,00:03:55
빈센조,제가 나갈 때까지 가만히 계십시오,00:03:56,00:03:56,00:03:56
빈센조,쫓아오면 쏘겠습니다,00:03:58,00:03:58,00:03:58
빈센조,예,00:04:00,00:04:00,00:04:00
설명,[빈센조의 한숨],00:04:01,00:04:01,00:04:01
빈센조,근데,00:04:02,00:04:02,00:04:02
빈센조,왜 하나만 가지고 나가요?,00:04:04,00:04:04,00:04:04
빈센조,전 하나면 됩니다,00:04:07,00:04:07,00:04:07
빈센조,아,00:04:09,00:04:09,00:04:09
빈센조,"아이, 무거울 텐데",00:04:10,00:04:10,00:04:10
빈센조,기요틴 파일만 빼서 나오지 그랬어요?,00:04:13,00:04:13,00:04:13
빈센조,그걸 어떻게…,00:04:19,00:04:19,00:04:19
설명,[헛웃음],00:04:20,00:04:20,00:04:20
설명,[긴장되는 음악],00:04:22,00:04:22,00:04:22
빈센조,"아이, 그것 때문에",00:04:23,00:04:23,00:04:23
빈센조,지금까지 내 옆에 붙어 있었던 거잖아요,00:04:25,00:04:25,00:04:25
조 사장,가까이 오지 마십시오,00:04:28,00:04:28,00:04:28
빈센조,근데,00:04:29,00:04:29,00:04:29
빈센조,그 안에 파일이 있을 것 같아요?,00:04:31,00:04:31,00:04:31
빈센조,응?,00:04:36,00:04:36,00:04:36
설명,[조 사장의 힘주는 신음],00:04:48,00:04:48,00:04:48
설명,[빈센조의 힘겨운 신음],00:04:50,00:04:50,00:04:50
설명,[조 사장의 기합],00:04:52,00:04:52,00:04:52
설명,[빈센조의 힘주는 신음],00:04:55,00:04:55,00:04:55
설명,[조 사장의 힘겨운 신음],00:05:04,00:05:04,00:05:04
설명,[거친 숨소리],00:05:06,00:05:06,00:05:06
설명,[숨을 후 내뱉는다],00:05:08,00:05:08,00:05:08
설명,[헛웃음],00:05:10,00:05:10,00:05:10
설명,[조 사장의 거친 숨소리],00:05:11,00:05:11,00:05:11
설명,[한숨],00:05:26,00:05:26,00:05:26
준우,자,00:05:34,00:05:34,00:05:34
준우,"바벨타워 시그니처 120, 121층부터 시작합니다",00:05:36,00:05:36,00:05:36
준우,한 층이 아니라 두 층이 한 분의 것이 되는 겁니다,00:05:41,00:05:41,00:05:41
준우,[의미심장한 음악] 내 마음을 움직여 주세요,00:05:45,00:05:45,00:05:45
황 지검장,저요,00:05:50,00:05:50,00:05:50
준우,"응, 얘기해 보세요",00:05:51,00:05:51,00:05:51
황 지검장,다 아시다시피,00:05:52,00:05:52,00:05:52
황 지검장,바벨 관련 소송이 줄줄이 진행될 예정이지 않습니까?,00:05:53,00:05:53,00:05:53
황 지검장,제가 다 커버해야 될 일이죠,00:05:59,00:05:59,00:05:59
황 지검장,왜?,00:06:02,00:06:02,00:06:02
황 지검장,바벨의 건재를 위해서요!,00:06:03,00:06:03,00:06:03
황 지검장,대츠 라이트,00:06:09,00:06:09,00:06:09
설명,[김 총재의 다급한 신음],00:06:10,00:06:10,00:06:10
준우,응,00:06:12,00:06:12,00:06:12
김 총재,태산과 중산 신도시 건설,00:06:13,00:06:13,00:06:13
김 총재,바벨건설이 주도 기업 되게 하겠습니다,00:06:15,00:06:15,00:06:15
김 총재,"제가 국토부, 여야 모두 움직일 수 있습니다",00:06:17,00:06:17,00:06:17
준우,캔 유 필 마이 하트비트,00:06:20,00:06:20,00:06:20
설명,[준우의 힘주는 신음],00:06:22,00:06:22,00:06:22
준우,너무 설레는데?,00:06:23,00:06:23,00:06:23
준우,응,00:06:26,00:06:26,00:06:26
준우,아시다시피 한국의 오피니언을 리드하는 건,00:06:28,00:06:28,00:06:28
준우,우리 대창일보 아니겠습니까?,00:06:31,00:06:31,00:06:31
준우,바벨이 언론에서 조금이라도 비난받는 일은 없을 겁니다,00:06:33,00:06:33,00:06:33
준우,오케이,00:06:38,00:06:38,00:06:38
준우,타워뿐만이 아니라,00:06:39,00:06:39,00:06:39
준우,대창일보에 바벨 광고도 보장해 줄게요,00:06:41,00:06:41,00:06:41
설명,[웃음],00:06:43,00:06:43,00:06:43
설명,[문이 달칵 열린다],00:06:44,00:06:44,00:06:44
설명,[다가오는 발걸음],00:06:45,00:06:45,00:06:45
준우,뭐야?,00:06:48,00:06:48,00:06:48
준우,누구?,00:06:54,00:06:54,00:06:54
태 국장,"아, 늦어서 죄송합니다",00:06:56,00:06:56,00:06:56
태 국장,갑자기 긴급한 회의가 걸려서,00:06:58,00:06:58,00:06:58
태 국장,대외 안보 정보원 국제 범죄 대응국 태종구 국장입니다,00:07:00,00:07:00,00:07:00
설명,[분위기가 고조되는 음악],00:07:05,00:07:05,00:07:05
태 국장,환영합니다,00:07:11,00:07:11,00:07:11
설명,[헛웃음],00:07:27,00:07:27,00:07:27
태 국장,"아니, 탄창에 실탄 하나라도 넣어 오지 그랬어요?",00:07:29,00:07:29,00:07:29
설명,[한숨],00:07:34,00:07:34,00:07:34
설명,[헛웃음],00:07:35,00:07:35,00:07:35
빈센조,참,00:07:37,00:07:37,00:07:37
빈센조,아직 날 친구로 여긴다 생각하고,00:07:40,00:07:40,00:07:40
빈센조,친구로서 하나만 물어볼게요,00:07:43,00:07:43,00:07:43
빈센조,진짜 소속이 어디예요?,00:07:47,00:07:47,00:07:47
설명,[의미심장한 음악],00:07:49,00:07:49,00:07:49
빈센조,대외 안보 정보원 국가 안보 관리 팀 블랙 요원입니다,00:07:50,00:07:50,00:07:50
빈센조,응,00:07:55,00:07:55,00:07:55
