actor,script,start_time,end_time,duration
설명,[주제곡],00:00:01,00:00:01,00:00:01
설명,[흥겨운 음악이 흘러나온다] [사람들의 환호성],00:00:43,00:00:43,00:00:43
빈센조,"[이탈리아어] 즐거운 밤 되세요, 아가씨",00:01:05,00:01:05,00:01:05
빈센조,[한국어] 잠깐 저 좀 보시죠,00:01:09,00:01:09,00:01:09
빈센조,따라와요,00:01:14,00:01:14,00:01:14
설명,[사람들의 환호성],00:01:17,00:01:17,00:01:17
설명,[헛웃음],00:01:18,00:01:18,00:01:18
빈센조,저기요!,00:01:19,00:01:19,00:01:19
설명,[흥겨운 음악이 흘러나온다] [차 문이 탁탁 닫힌다],00:01:21,00:01:21,00:01:21
수남,"스톱, 스톱, 스톱",00:01:23,00:01:23,00:01:23
수남,기다려,00:01:25,00:01:25,00:01:25
수남,아이씨,00:01:28,00:01:28,00:01:28
수남,"야, 일단 가자",00:01:30,00:01:30,00:01:30
부하1,[수남의 한숨] 뭐야?,00:01:33,00:01:33,00:01:33
수남,뭐야?,00:01:34,00:01:34,00:01:34
경호원,열 체크 하셔야 입장 가능합니다,00:01:36,00:01:36,00:01:36
설명,[수남과 부하들의 웃음],00:01:37,00:01:37,00:01:37
설명,[수남의 귀찮은 신음],00:01:41,00:01:41,00:01:41
설명,[체온계 작동음],00:01:44,00:01:44,00:01:44
경호원,들어가세요,00:01:46,00:01:46,00:01:46
수남,"아유, 씨",00:01:46,00:01:46,00:01:46
수남,김 순경이 여기 왜 있어?,00:01:51,00:01:51,00:01:51
경찰,어?,00:01:52,00:01:52,00:01:52
수남,오늘 여기 있으면 안 되는 거 알면서,00:01:53,00:01:53,00:01:53
수남,"아이, 오고 싶어서 왔나 경호 때문에 왔지",00:01:54,00:01:54,00:01:54
수남,경호?,00:01:57,00:01:57,00:01:57
경찰,어,00:01:57,00:01:57,00:01:57
경찰,무슨 경호?,00:01:59,00:01:59,00:01:59
설명,[한숨],00:02:00,00:02:00,00:02:00
설명,[사람들이 영어로 대화한다],00:02:05,00:02:05,00:02:05
이탈리아 대사,[영어] 세상에!,00:02:07,00:02:07,00:02:07
설명,[함께 웃는다],00:02:10,00:02:10,00:02:10
이탈리아 대사,"반가워요, 건배하시죠",00:02:11,00:02:11,00:02:11
설명,[사람들이 계속 영어로 대화한다],00:02:13,00:02:13,00:02:13
이탈리아 대사,[한국어] 아이씨 [흥미로운 음악],00:02:15,00:02:15,00:02:15
설명,[부하2의 성난 신음],00:02:17,00:02:17,00:02:17
이탈리아 대사,"아나, 저, 씨",00:02:18,00:02:18,00:02:18
설명,[사람들이 소란스럽다],00:02:20,00:02:20,00:02:20
설명,[차영이 숨을 들이켠다],00:02:24,00:02:24,00:02:24
설명,[빈센조가 살짝 웃는다] [차영의 헛웃음],00:02:27,00:02:27,00:02:27
이탈리아 대사,자기 사비로 이렇게 큰 파티까지 열면서,00:02:32,00:02:32,00:02:32
차영,강제 철거를 막는다,00:02:35,00:02:35,00:02:35
차영,이건 선의도 객기도 아니에요,00:02:38,00:02:38,00:02:38
차영,진짜 이유가 뭐예요?,00:02:41,00:02:41,00:02:41
차영,도대체 왜? 어째서?,00:02:44,00:02:44,00:02:44
차영,브랄로 양복을,00:02:46,00:02:46,00:02:46
차영,그것도 매일 다른 걸로 바꿔 입는 사람이,00:02:47,00:02:47,00:02:47
차영,뭐가 아쉬워서 여기서 이럴까요?,00:02:49,00:02:49,00:02:49
차영,브랄로를 알아요? [차영의 헛웃음],00:02:55,00:02:55,00:02:55
설명,[빈센조를 탁 잡는다],00:02:57,00:02:57,00:02:57
차영,브랄로 모르는 사람도 있어요?,00:03:00,00:03:00,00:03:00
차영,밀라노 수제 양복의 장인 브랄로!,00:03:02,00:03:02,00:03:02
설명,[탄성],00:03:04,00:03:04,00:03:04
차영,정말 이러는 목적이 뭐냐고요,00:03:05,00:03:05,00:03:05
설명,[빈센조가 숨을 들이켠다],00:03:09,00:03:09,00:03:09
차영,이곳을 사랑하게 됐어요,00:03:13,00:03:13,00:03:13
차영,[부드러운 음악] 왜요?,00:03:15,00:03:15,00:03:15
차영,사랑하는 데 이유가 있나요?,00:03:16,00:03:16,00:03:16
차영,있어야죠,00:03:17,00:03:17,00:03:17
차영,다들 이유가 없는 척하는데,00:03:19,00:03:19,00:03:19
차영,다 이유가 있다고,00:03:21,00:03:21,00:03:21
차영,난 이유 없는 사랑이 더 좋던데,00:03:24,00:03:24,00:03:24
차영,뭐죠?,00:03:27,00:03:27,00:03:27
차영,이 미스터리에서 로맨스로 가는 뜬금없는 전환은?,00:03:28,00:03:28,00:03:28
이탈리아 대사,[이탈리아어] 내 친구 빈센조,00:03:36,00:03:36,00:03:36
이탈리아 대사,어서 여기로 와요!,00:03:38,00:03:38,00:03:38
빈센조,"네, 대사님, 금방 갈게요",00:03:39,00:03:39,00:03:39
이탈리아 대사,정말 멋진 파티네요!,00:03:42,00:03:42,00:03:42
설명,[웃음],00:03:43,00:03:43,00:03:43
이탈리아 대사,쉬어요 [차영의 놀란 신음],00:03:49,00:03:49,00:03:49
이탈리아 대사,"[한국어] 어머, 왜 갑자기 속삭이고 그래?",00:03:57,00:03:57,00:03:57
연진,"어머, 세상에, 세상에!",00:04:00,00:04:00,00:04:00
연진,"어머나, 우리랑 파티해요",00:04:02,00:04:02,00:04:02
설명,[철욱이 흥얼거린다],00:04:03,00:04:03,00:04:03
설명,[철욱이 말한다],00:04:06,00:04:06,00:04:06
설명,[철욱이 흥얼거린다],00:04:08,00:04:08,00:04:08
연진,"공짜인데, 먹고살자고 하는 짓이잖아요",00:04:09,00:04:09,00:04:09
연진,"어머, 이 무서움 봐",00:04:11,00:04:11,00:04:11
연진,세이 호!,00:04:12,00:04:12,00:04:12
래리 강,호!,00:04:12,00:04:12,00:04:12
철욱,[연진의 웃음] ♪ 먹고 죽은 귀신은 때깔도 곱다 ♪,00:04:14,00:04:14,00:04:14
설명,[연진의 환호성] [철욱이 계속 흥얼거린다],00:04:17,00:04:17,00:04:17
설명,[휴대전화 진동음],00:04:21,00:04:21,00:04:21
설명,[석도가 발톱을 툭 깎는다],00:04:22,00:04:22,00:04:22
설명,[석도가 휴대전화를 달그락 집는다],00:04:24,00:04:24,00:04:24
석도,어,00:04:25,00:04:25,00:04:25
설명,[흥미로운 음악],00:04:30,00:04:30,00:04:30
석도,뭐?,00:04:31,00:04:31,00:04:31
석도,"이, 이태리 대, 대사?",00:04:33,00:04:33,00:04:33
석도,"아, 걔가 거기 왜 있어?",00:04:37,00:04:37,00:04:37
석도,"야, 그냥 확 다 밀어",00:04:39,00:04:39,00:04:39
석도,접어라,00:04:45,00:04:45,00:04:45
설명,[익살스러운 효과음],00:04:46,00:04:46,00:04:46
승혁,"[버럭 하며] 아니, 홍차, 너 정말!",00:04:47,00:04:47,00:04:47
승혁,"아유, 나 미치겠네, 정말, 씨",00:04:49,00:04:49,00:04:49
승혁,이런 심각한 사안을 보고도 안 하고,00:04:51,00:04:51,00:04:51
승혁,"[술을 쪼르르 따르며] 너 생각이 있냐, 없냐, 어?",00:04:54,00:04:54,00:04:54
승혁,"이거 어떡할 거야, 이거?",00:04:56,00:04:56,00:04:56
설명,[명희의 한숨],00:04:59,00:04:59,00:04:59
명희,연구원이 [승혁의 한숨],00:05:00,00:05:00,00:05:00
명희,언론이나 피해자 측에 알리면 어떻게 하려 그래?,00:05:02,00:05:02,00:05:02
승혁,그래!,00:05:04,00:05:04,00:05:04
승혁,연구원은 당분간 쉽게 움직이지 못할 겁니다,00:05:05,00:05:05,00:05:05
승혁,응?,00:05:08,00:05:08,00:05:08
승혁,무슨 근거로 그렇게 단정하지?,00:05:08,00:05:08,00:05:08
승혁,그래,00:05:10,00:05:10,00:05:10
승혁,저도 이제 변호사 짬 8년 차입니다,00:05:11,00:05:11,00:05:11
승혁,감은 누구보다도 자신 있습니다,00:05:13,00:05:13,00:05:13
승혁,[명희의 코웃음] 감?,00:05:15,00:05:15,00:05:15
설명,[흥미로운 음악],00:05:17,00:05:17,00:05:17
명희,"야, 검사 20년 차 선배 앞에서",00:05:18,00:05:18,00:05:18
명희,"감이니 뭐니, 뭐, 그리 씨부릴 말은 아닌 것 같은데?",00:05:21,00:05:21,00:05:21
