actor,script,start_time,end_time,duration
설명,[주제곡],00:00:01,00:00:01,00:00:01
기자1,[리드미컬한 음악] 바벨그룹과 검찰 간의,00:00:43,00:00:43,00:00:43
기자1,유착 행위가 있었다는 말씀이십니까?,00:00:44,00:00:44,00:00:44
설명,[기자들이 소란스럽다],00:00:46,00:00:46,00:00:46
기자2,한마디만 해 주십시오!,00:00:47,00:00:47,00:00:47
기자2,공식적인 질문은 서면으로 해 주십시오,00:00:51,00:00:51,00:00:51
기자2,지금부터 홍차영 대표님에 대한 과도한 질문은,00:00:53,00:00:53,00:00:53
기자2,폭행으로 간주하겠습니다,00:00:55,00:00:55,00:00:55
기자2,비켜 주십시오,00:00:56,00:00:56,00:00:56
빈센조,"가시죠, 변호사님",00:00:57,00:00:57,00:00:57
기자3,대표님 [기자들이 소란스럽다],00:00:58,00:00:58,00:00:58
한서,[의미심장한 음악] 형님,00:01:51,00:01:51,00:01:51
한서,"아니, 형님, 저것들 왜 자꾸 봐주시는 겁니까?",00:01:54,00:01:54,00:01:54
한서,그냥 다 처리해 버리면 되지 않습니까?,00:01:56,00:01:56,00:01:56
준우,봐준 적 없어,00:01:58,00:01:58,00:01:58
한서,예?,00:01:59,00:01:59,00:01:59
설명,[분위기가 고조되는 음악],00:02:01,00:02:01,00:02:01
준우,봐준 적 없다고,00:02:02,00:02:02,00:02:02
준우,저것들이 똑똑해서 우리가 당한 거야,00:02:04,00:02:04,00:02:04
준우,"형님, 그럼…",00:02:06,00:02:06,00:02:06
준우,그러면,00:02:09,00:02:09,00:02:09
준우,더 빨리 처리했어야 되는 거 아닙니까?,00:02:10,00:02:10,00:02:10
준우,이렇게 좋은 파트너를 왜 벌써 처리해?,00:02:12,00:02:12,00:02:12
준우,파트너요?,00:02:14,00:02:14,00:02:14
준우,나를 더 강하게 만드는 스파링 파트너,00:02:16,00:02:16,00:02:16
준우,내가 빈센조를 처리하는 순간은,00:02:22,00:02:22,00:02:22
준우,내가 빈센조를 완벽하게 이겼을 때야,00:02:25,00:02:25,00:02:25
설명,[차영의 짜증 섞인 한숨],00:02:29,00:02:29,00:02:29
차영,생각할수록 너무 아깝네,00:02:30,00:02:30,00:02:30
설명,[리드미컬한 음악이 흘러나온다],00:02:32,00:02:32,00:02:32
차영,투자 협약도 나가리 만들 수 있었는데,00:02:35,00:02:35,00:02:35
차영,은행장한테 오경자 씨 앙갚음한 걸로 만족해요,00:02:37,00:02:37,00:02:37
차영,1 대 1이면 나쁜 스코어 아닙니다,00:02:40,00:02:40,00:02:40
차영,[게임 소리가 흘러나온다] 불!,00:02:42,00:02:42,00:02:42
차영,아참,00:02:46,00:02:46,00:02:46
차영,내일 오경자 씨한테 갈 건데 같이 갈래요?,00:02:47,00:02:47,00:02:47
차영,시간 봐서요,00:02:52,00:02:52,00:02:52
빈센조,"아, 나도 싱글",00:02:56,00:02:56,00:02:56
빈센조,"씁, 왜 안 되지",00:02:57,00:02:57,00:02:57
빈센조,이쯤에서 우리가 다시 집중해야 할 사안이 하나 있어요,00:02:59,00:02:59,00:02:59
빈센조,바벨의 진짜 보스 말하는 거죠?,00:03:02,00:03:02,00:03:02
차영,바벨이 휘청대면 모습을 드러낼까 싶었는데,00:03:04,00:03:04,00:03:04
차영,또 생명을 연장하네요,00:03:07,00:03:07,00:03:07
빈센조,원래 선보다 악이 회복력이 몇 배나 빨라요,00:03:09,00:03:09,00:03:09
빈센조,회복된 악은 더 견고해지죠,00:03:11,00:03:11,00:03:11
빈센조,어떤 떡밥을 써야 진짜 보스를 끌어낼 수 있을까요? [의미심장한 음악],00:03:13,00:03:13,00:03:13
빈센조,보이지 않는 적도 실수로 흔적을 남기는 법이에요,00:03:18,00:03:18,00:03:18
빈센조,그걸 찾아야 돼요,00:03:21,00:03:21,00:03:21
빈센조,오늘부터 바벨의 진짜 보스를 줄여서 그냥 '바보'로 부르죠,00:03:24,00:03:24,00:03:24
빈센조,"좋네요, 바보",00:03:28,00:03:28,00:03:28
설명,[다트가 탁 꽂힌다],00:03:31,00:03:31,00:03:31
설명,[한숨],00:03:37,00:03:37,00:03:37
설명,[빈센조의 한숨],00:03:40,00:03:40,00:03:40
의사,가족이 있다면 빨리 알리셔야 할 것 같습니다,00:03:42,00:03:42,00:03:42
의사,[차분한 음악] 암 전력이 있으신 분들은 관리를 잘해야 하는데 안타깝네요,00:03:46,00:03:46,00:03:46
의사,예전에도 암에 걸리신 적이 있어요?,00:03:50,00:03:50,00:03:50
의사,"네, 폐암 기록이 있습니다",00:03:52,00:03:52,00:03:52
의사,그게 언제입니까?,00:03:57,00:03:57,00:03:57
의사,"어, 1993년 1월에 첫 진단을 받으셨네요",00:03:59,00:03:59,00:03:59
의사,당시 3기였는데,00:04:04,00:04:04,00:04:04
의사,4년 후에 수술 없이 완쾌되신 걸로 나와 있습니다,00:04:06,00:04:06,00:04:06
의사,3기였는데 수술 없이 완쾌되신 건,00:04:10,00:04:10,00:04:10
의사,정말 기적입니다,00:04:13,00:04:13,00:04:13
빈센조,폐암을 선고받았던 때는 1993년 1월,00:04:26,00:04:26,00:04:26
빈센조,날 보육원에 맡긴 건 1993년 5월,00:04:31,00:04:31,00:04:31
빈센조,진짜 병 때문에 날 버린 거였어?,00:04:36,00:04:36,00:04:36
빈센조,나 두고 죽을 것 같아서?,00:04:40,00:04:40,00:04:40
설명,[한숨],00:04:46,00:04:46,00:04:46
설명,[의미심장한 음악],00:04:54,00:04:54,00:04:54
철욱,오늘은 아무도 없군,00:05:07,00:05:07,00:05:07
연진,그러게,00:05:10,00:05:10,00:05:10
연진,"다들 끈기가 없다, 끈기가",00:05:11,00:05:11,00:05:11
설명,[흥미로운 음악],00:05:13,00:05:13,00:05:13
설명,[발소리가 들린다],00:05:15,00:05:15,00:05:15
설명,[금속 탐지기 작동음],00:05:21,00:05:21,00:05:21
