actor,script,start_time,end_time,duration
설명,[주제곡],00:00:01,00:00:01,00:00:01
설명,[긴장되는 음악],00:00:43,00:00:43,00:00:43
설명,[빈센조의 거친 숨소리],00:00:50,00:00:50,00:00:50
빈센조,아이씨,00:00:56,00:00:56,00:00:56
설명,[빈센조의 거친 숨소리],00:00:57,00:00:57,00:00:57
설명,[문소리가 끼익 들린다],00:01:01,00:01:01,00:01:01
설명,[의미심장한 음악],00:01:19,00:01:19,00:01:19
형사1,빈센조 까사노 씨,00:01:54,00:01:54,00:01:54
형사1,당신을 오정배 사장 살인 혐의로 체포합니다,00:01:55,00:01:55,00:01:55
형사2,손 들어요,00:02:14,00:02:14,00:02:14
형사2,불응하면 발포합니다,00:02:15,00:02:15,00:02:15
형사2,내가 한 짓이 아닙니다,00:02:21,00:02:21,00:02:21
형사1,오정배 사장이 문자로 경찰에 신고를 했어요,00:02:23,00:02:23,00:02:23
형사1,당신이 이곳으로 자신을 납치했다고,00:02:25,00:02:25,00:02:25
빈센조,[이탈리아어] 함정의 늪에 빠졌을 때,00:02:29,00:02:29,00:02:29
형사1,[한국어] 가만있어요,00:02:32,00:02:32,00:02:32
형사1,당신을 납치 및 살인 혐의로 체포합니다,00:02:34,00:02:34,00:02:34
빈센조,[이탈리아어] 늪 바닥에 발이 닿기 전에 빠져나와라,00:02:39,00:02:39,00:02:39
설명,[분위기가 고조되는 음악] [소란스럽게 싸운다],00:02:46,00:02:46,00:02:46
설명,[형사1의 힘겨운 신음],00:02:59,00:02:59,00:02:59
설명,[빈센조의 거친 숨소리],00:03:09,00:03:09,00:03:09
설명,[멀리서 사이렌이 울린다],00:03:12,00:03:12,00:03:12
설명,[석도의 아파하는 신음],00:03:19,00:03:19,00:03:19
석도,"[한국어] 아, 아야, 좀, 아나, 진짜",00:03:21,00:03:21,00:03:21
석도,"[의미심장한 음악] 아이, 좀 가만있어 봐, 좀 부딪혔잖아, 조심 좀…",00:03:24,00:03:24,00:03:24
석도,뭐야?,00:03:29,00:03:29,00:03:29
석도,우리 프라자 사람 아닌데,00:03:31,00:03:31,00:03:31
설명,[총성],00:03:33,00:03:33,00:03:33
석도,"아이, 저기",00:03:35,00:03:35,00:03:35
석도,너 뭐 하는 분이세요?,00:03:38,00:03:38,00:03:38
석도,어?,00:03:40,00:03:40,00:03:40
석도,"아이, 뭐 하는 분이냐고",00:03:42,00:03:42,00:03:42
설명,[석도의 아파하는 신음],00:03:44,00:03:44,00:03:44
석도,"아나, 진짜",00:03:46,00:03:46,00:03:46
석도,"아, 잠깐만, 있어 보라고, 좀, 아 [흥미로운 음악]",00:03:47,00:03:47,00:03:47
석도,어?,00:03:49,00:03:49,00:03:49
석도,"아, 이놈의 선빵, 진짜",00:03:51,00:03:51,00:03:51
설명,[석도의 한숨],00:03:53,00:03:53,00:03:53
석도,"아, 좋아",00:03:54,00:03:54,00:03:54
석도,"오케이, 오랜만이다, 자",00:03:55,00:03:55,00:03:55
설명,[기합],00:03:58,00:03:58,00:03:58
설명,[총성],00:03:59,00:03:59,00:03:59
석도,"어, 깜짝이야",00:04:01,00:04:01,00:04:01
석도,"뭔 소리여, 어디 빵꾸 났어?",00:04:02,00:04:02,00:04:02
설명,[차 문이 달칵 열린다],00:04:03,00:04:03,00:04:03
홍식,"어이, 깜짝이야, 뭐야? [긴박한 음악]",00:04:04,00:04:04,00:04:04
빈센조,빨리 출발해요,00:04:06,00:04:06,00:04:06
홍식,"왜, 뭔 일 있어?",00:04:06,00:04:06,00:04:06
빈센조,"[이탈리아어] 움직여, 움직여! 빨리!",00:04:08,00:04:08,00:04:08
빈센조,예!,00:04:10,00:04:10,00:04:10
설명,[석도의 힘겨운 신음],00:04:17,00:04:17,00:04:17
설명,[석도의 아파하는 신음],00:04:19,00:04:19,00:04:19
석도,[한국어] 어?,00:04:21,00:04:21,00:04:21
석도,어? 도망가려고?,00:04:22,00:04:22,00:04:22
석도,"아, 이거 대미지가 없네",00:04:24,00:04:24,00:04:24
석도,"오케이, 뭐",00:04:26,00:04:26,00:04:26
석도,"하, 주짓수 모드로 가야 되나",00:04:27,00:04:27,00:04:27
석도,"와, 덤벼, 씨",00:04:30,00:04:30,00:04:30
설명,[석도의 기합],00:04:31,00:04:31,00:04:31
